llave|pais|cantidad_ciudades|pasajeros|educacion|eventos|negocios|otros|religion|salud|sin_motivo|transito|vacaciones|hub|x1|x2|x3|x4|x5|x6|x7|x8|x9|trm|estaciones|ipc|carnavales|holiday
2017-01|alemania|89|5190|13.0|11.0|21.0|28.0|1.0|5.0|0|1.0|76.0|europa|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|12.0|2941.3993548387098|0.0|1.02|1.0|1.0
2017-02|alemania|87|6101|8.0|11.0|17.0|22.0|0.0|2.0|0|2.0|76.0|europa|0.0|0.0|0.0|1.0|2.0|0.0|0.0|1.0|0.0|2879.5667857142857|0.0|1.01|1.0|0.0
2017-03|alemania|92|6324|5.0|9.0|19.0|16.0|0.0|3.0|0|1.0|86.0|europa|0.0|0.0|0.0|0.0|13.0|8.0|13.0|0.0|0.0|2942.286129032258|2.0|0.47|0.0|1.0
2017-04|alemania|97|4780|7.0|9.0|20.0|18.0|0.0|3.0|0|0.0|86.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2877.8216666666663|2.0|0.47|1.0|2.0
2017-05|alemania|73|3832|14.0|7.0|22.0|16.0|0.0|2.0|0|0.0|63.0|europa|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|2923.6129032258063|2.0|0.23|0.0|2.0
2017-06|alemania|85|3772|5.0|8.0|17.0|21.0|0.0|4.0|0|0.0|71.0|europa|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|30.0|2957.0983333333334|3.0|0.11|2.0|2.0
2017-07|alemania|90|5785|12.0|11.0|25.0|27.0|0.0|5.0|0|0.0|83.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3036.5838709677423|3.0|-0.05|2.0|2.0
2017-08|alemania|104|6182|21.0|11.0|16.0|30.0|1.0|2.0|0|1.0|88.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|2973.2048387096775|3.0|0.14|1.0|2.0
2017-09|alemania|82|4550|8.0|12.0|16.0|17.0|2.0|3.0|0|0.0|73.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|2917.085|1.0|0.04|0.0|0.0
2017-10|alemania|91|5089|9.0|9.0|22.0|26.0|0.0|5.0|0|0.0|81.0|europa|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|2953.7558064516134|1.0|0.02|0.0|1.0
2017-11|alemania|85|5140|6.0|13.0|16.0|23.0|0.0|6.0|0|0.0|80.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|3013.4666666666667|1.0|0.18|0.0|2.0
2017-12|alemania|118|6607|7.0|9.0|18.0|21.0|0.0|5.0|0|1.0|112.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2991.7619354838707|0.0|0.38|1.0|2.0
2018-01|alemania|95|5925|8.0|13.0|20.0|25.0|0.0|5.0|0|0.0|85.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2868.5722580645165|0.0|0.63|1.0|2.0
2018-02|alemania|110|6915|13.0|11.0|22.0|26.0|2.0|7.0|0|0.0|101.0|europa|0.0|0.0|0.0|0.0|3.0|0.0|8.0|0.0|0.0|2860.252857142857|0.0|0.71|1.0|0.0
2018-03|alemania|108|7432|8.0|8.0|15.0|21.0|0.0|3.0|0|2.0|105.0|europa|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|9.0|2847.9306451612906|2.0|0.24|0.0|3.0
2018-04|alemania|83|4743|6.0|8.0|25.0|22.0|1.0|4.0|0|0.0|75.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2766.2850000000003|2.0|0.46|1.0|0.0
2018-05|alemania|89|4191|3.0|9.0|25.0|21.0|0.0|4.0|0|1.0|77.0|europa|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|16.0|2861.825806451613|2.0|0.25|0.0|2.0
2018-06|alemania|86|4142|8.0|9.0|21.0|25.0|1.0|3.0|0|0.0|75.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.0|2889.689|3.0|0.15|2.0|2.0
2018-07|alemania|103|5986|12.0|11.0|28.0|22.0|0.0|6.0|0|1.0|90.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2885.3219354838707|3.0|-0.13|1.0|2.0
2018-08|alemania|109|6449|19.0|12.0|43.0|21.0|1.0|7.0|0|1.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2958.6667741935485|3.0|0.12|1.0|2.0
2018-09|alemania|94|5100|7.0|11.0|29.0|22.0|1.0|5.0|0|0.0|79.0|europa|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|3033.7679999999996|1.0|0.16|0.0|0.0
2018-10|alemania|85|4957|5.0|8.0|27.0|19.0|1.0|3.0|0|0.0|77.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3084.830967741935|1.0|0.12|0.0|1.0
2018-11|alemania|96|6223|7.0|6.0|25.0|24.0|1.0|2.0|0|0.0|84.0|europa|0.0|0.0|0.0|0.0|8.0|1.0|1.0|0.0|0.0|3194.0343333333335|1.0|0.12|0.0|2.0
2018-12|alemania|132|8407|9.0|6.0|15.0|28.0|1.0|8.0|1|0.0|126.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3218.5509677419354|0.0|0.3|1.0|1.0
2019-01|alemania|126|6714|12.0|10.0|37.0|24.0|0.0|3.0|4|0.0|111.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3165.188064516129|0.0|0.6|1.0|2.0
2019-01|alemania|126|6714|12.0|10.0|37.0|24.0|0.0|3.0|4|0.0|111.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3165.188064516129|0.0|2020.0|1.0|2.0
2019-01|alemania|126|6714|12.0|10.0|37.0|24.0|0.0|3.0|4|0.0|111.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3165.188064516129|0.0|0.38|1.0|2.0
2019-02|alemania|123|8784|9.0|17.0|20.0|20.0|0.0|3.0|5|0.0|116.0|europa|0.0|0.0|0.0|0.0|5.0|2.0|6.0|0.0|0.0|3115.8385714285714|0.0|0.57|0.0|0.0
2019-02|alemania|123|8784|9.0|17.0|20.0|20.0|0.0|3.0|5|0.0|116.0|europa|0.0|0.0|0.0|0.0|5.0|2.0|6.0|0.0|0.0|3115.8385714285714|0.0|0.42|0.0|0.0
2019-03|alemania|107|7932|8.0|8.0|33.0|22.0|0.0|4.0|4|0.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3128.684193548387|2.0|0.43|1.0|1.0
2019-03|alemania|107|7932|8.0|8.0|33.0|22.0|0.0|4.0|4|0.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3128.684193548387|2.0|0.67|1.0|1.0
2019-04|alemania|102|6228|10.0|11.0|27.0|18.0|0.0|4.0|3|0.0|98.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3155.765|2.0|0.5|0.0|2.0
2019-04|alemania|102|6228|10.0|11.0|27.0|18.0|0.0|4.0|3|0.0|98.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3155.765|2.0|0.57|0.0|2.0
2019-05|alemania|79|4246|5.0|9.0|21.0|20.0|1.0|4.0|4|0.0|76.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|3304.4945161290325|2.0|0.31|1.0|1.0
2019-05|alemania|79|4246|5.0|9.0|21.0|20.0|1.0|4.0|4|0.0|76.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|3304.4945161290325|2.0|0.16|1.0|1.0
2019-06|alemania|100|4696|10.0|14.0|28.0|14.0|0.0|4.0|7|0.0|86.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|3260.517|3.0|0.27|2.0|2.0
2019-06|alemania|100|4696|10.0|14.0|28.0|14.0|0.0|4.0|7|0.0|86.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|3260.517|3.0|-0.32|2.0|2.0
2019-07|alemania|102|6478|11.0|9.0|22.0|17.0|3.0|2.0|6|0.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3206.6003225806453|3.0|0.22|1.0|1.0
2019-07|alemania|102|6478|11.0|9.0|22.0|17.0|3.0|2.0|6|0.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3206.6003225806453|3.0|-0.38|1.0|1.0
2019-08|alemania|113|6711|21.0|15.0|38.0|23.0|1.0|6.0|5|1.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3410.7290322580648|3.0|0.09|1.0|2.0
2019-08|alemania|113|6711|21.0|15.0|38.0|23.0|1.0|6.0|5|1.0|92.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3410.7290322580648|3.0|0.0|1.0|2.0
2019-09|alemania|104|5512|7.0|11.0|29.0|20.0|0.0|3.0|5|0.0|84.0|europa|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|3399.4570000000003|1.0|0.23|0.0|0.0
2019-09|alemania|104|5512|7.0|11.0|29.0|20.0|0.0|3.0|5|0.0|84.0|europa|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|3399.4570000000003|1.0|-0.01|0.0|0.0
2019-10|alemania|101|5325|8.0|11.0|20.0|25.0|2.0|7.0|6|0.0|89.0|europa|0.0|0.0|33.0|7.0|0.0|0.0|0.0|0.0|3.0|3433.311612903226|1.0|0.16|0.0|1.0
2019-10|alemania|101|5325|8.0|11.0|20.0|25.0|2.0|7.0|6|0.0|89.0|europa|0.0|0.0|33.0|7.0|0.0|0.0|0.0|0.0|3.0|3433.311612903226|1.0|0.32|0.0|1.0
2019-11|alemania|104|6205|4.0|10.0|20.0|21.0|1.0|6.0|5|0.0|94.0|europa|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|22.0|3401.473|1.0|0.1|0.0|2.0
2019-11|alemania|104|6205|4.0|10.0|20.0|21.0|1.0|6.0|5|0.0|94.0|europa|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|22.0|3401.473|1.0|-0.06|0.0|2.0
2019-12|alemania|144|8330|6.0|0.0|18.0|26.0|0.0|3.0|2|6.0|135.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|42.0|3378.0506451612905|0.0|0.26|1.0|1.0
2019-12|alemania|144|8330|6.0|0.0|18.0|26.0|0.0|3.0|2|6.0|135.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|42.0|3378.0506451612905|0.0|-0.15|1.0|1.0
2020-01|alemania|108|6554|13.0|0.0|26.0|19.0|0.0|1.0|0|4.0|96.0|europa|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|3311.1893548387097|0.0|0.0|0.0|0.0
2020-02|alemania|108|7928|12.0|0.0|23.0|21.0|1.0|2.0|0|5.0|104.0|europa|0.0|0.0|34.0|0.0|1.0|0.0|4.0|0.0|0.0|3411.0527586206895|0.0|0.0|0.0|0.0
2020-03|alemania|79|3839|8.0|0.0|17.0|22.0|1.0|1.0|0|4.0|68.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23.0|3877.048387096774|2.0|0.0|0.0|0.0
2020-04|alemania|1|23|0.0|0.0|0.0|1.0|0.0|0.0|0|0.0|0.0|europa|0.0|0.0|1.0|31.0|0.0|0.0|26.0|0.0|13.0|3977.3933333333334|2.0|0.0|0.0|0.0
2020-05|alemania|1|6|0.0|0.0|1.0|1.0|0.0|0.0|0|0.0|0.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3858.191612903226|2.0|0.0|0.0|0.0
2020-06|alemania|7|22|0.0|0.0|2.0|4.0|0.0|0.0|0|1.0|1.0|europa|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|20.0|3701.6043333333337|3.0|0.0|0.0|0.0
2020-07|alemania|5|31|0.0|0.0|1.0|4.0|0.0|0.0|0|1.0|0.0|europa|0.0|0.0|0.0|15.0|0.0|0.0|14.0|0.0|16.0|3657.8667741935483|3.0|0.0|0.0|0.0
2020-08|alemania|2|46|1.0|0.0|1.0|2.0|0.0|0.0|0|0.0|1.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3783.025806451613|3.0|0.0|0.0|0.0
2020-09|alemania|6|27|0.0|0.0|4.0|3.0|0.0|0.0|0|0.0|3.0|europa|0.0|0.0|1.0|19.0|3.0|0.0|0.0|17.0|19.0|3750.2153333333335|1.0|0.0|0.0|0.0
2020-10|alemania|41|282|3.0|0.0|10.0|15.0|1.0|0.0|0|1.0|33.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|2.0|3833.7883870967744|1.0|0.0|0.0|0.0
2020-11|alemania|50|446|5.0|0.0|15.0|13.0|0.0|3.0|0|2.0|43.0|europa|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|3685.6266666666666|1.0|0.0|0.0|0.0
2020-12|alemania|100|1390|4.0|0.0|12.0|20.0|0.0|0.0|0|1.0|96.0|europa|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3466.1270967741934|0.0|0.0|0.0|0.0
2021-01|alemania|77|961|6.0|0.0|17.0|16.0|2.0|2.0|0|3.0|63.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3491.3216129032257|0.0|0.73|0.0|2.0
2021-02|alemania|68|827|5.0|0.0|12.0|16.0|0.0|1.0|0|2.0|62.0|europa|0.0|0.0|64.0|0.0|0.0|0.0|0.0|0.0|45.0|3554.5042857142857|0.0|0.41|0.0|0.0
2021-03|alemania|83|1241|2.0|0.0|15.0|21.0|1.0|1.0|0|1.0|77.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3612.7683870967744|2.0|0.64|0.0|1.0
2021-04|alemania|60|890|3.0|0.0|17.0|15.0|0.0|3.0|0|2.0|52.0|europa|0.0|0.0|5.0|0.0|0.0|0.0|2.0|0.0|0.0|3650.776|2.0|0.51|0.0|2.0
2021-05|alemania|66|822|2.0|0.0|10.0|15.0|0.0|2.0|0|2.0|59.0|europa|0.0|0.0|1.0|0.0|0.0|0.0|4.0|0.0|0.0|3735.6661290322577|2.0|0.59|0.0|2.0
2021-06|alemania|73|1197|6.0|0.0|16.0|18.0|0.0|1.0|0|2.0|68.0|europa|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|2.0|3685.0426666666667|3.0|1.0|3.0|2.0
2021-07|alemania|95|2104|6.0|0.0|21.0|33.0|1.0|1.0|0|4.0|90.0|europa|0.0|0.0|20.0|0.0|0.0|0.0|0.0|0.0|2.0|3829.418064516129|3.0|-0.05|2.0|2.0
2021-08|alemania|107|2293|15.0|0.0|17.0|33.0|0.0|5.0|0|2.0|96.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3881.183548387097|3.0|0.32|1.0|2.0
2021-09|alemania|93|2070|7.0|0.0|22.0|21.0|0.0|1.0|0|4.0|84.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|20.0|3821.5376666666666|1.0|0.45|0.0|0.0
2021-10|alemania|104|2495|10.0|0.0|22.0|32.0|1.0|2.0|0|4.0|92.0|europa|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|3773.3841935483874|1.0|0.38|1.0|1.0
2021-11|alemania|107|3128|6.0|0.0|24.0|30.0|1.0|1.0|0|2.0|97.0|europa|0.0|0.0|97.0|0.0|1.0|0.0|3.0|0.0|2.0|3902.901|1.0|0.01|0.0|2.0
2021-12|alemania|175|5584|6.0|0.0|22.0|37.0|1.0|1.0|0|6.0|166.0|europa|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|3963.1335483870967|0.0|0.5|1.0|2.0
2017-01|argentina|123|20049|18.0|19.0|28.0|30.0|4.0|6.0|0|4.0|111.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2941.3993548387098|3.0|1.02|1.0|1.0
2017-02|argentina|105|16993|10.0|20.0|27.0|17.0|2.0|7.0|0|5.0|89.0|latinoamerica|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|2879.5667857142857|3.0|1.01|1.0|0.0
2017-03|argentina|105|19462|5.0|30.0|28.0|28.0|1.0|5.0|0|3.0|81.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|22.0|0.0|0.0|2942.286129032258|1.0|0.47|0.0|1.0
2017-04|argentina|97|15161|6.0|21.0|32.0|24.0|3.0|3.0|0|2.0|85.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2877.8216666666663|1.0|0.47|1.0|2.0
2017-05|argentina|88|14382|6.0|23.0|32.0|21.0|2.0|7.0|0|3.0|71.0|latinoamerica|12.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2923.6129032258063|1.0|0.23|0.0|2.0
2017-06|argentina|106|12568|7.0|26.0|31.0|21.0|1.0|5.0|0|2.0|91.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2957.0983333333334|0.0|0.11|2.0|2.0
2017-07|argentina|120|16752|16.0|27.0|30.0|28.0|0.0|5.0|0|2.0|100.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3036.5838709677423|0.0|-0.05|2.0|2.0
2017-08|argentina|96|13884|10.0|29.0|35.0|21.0|2.0|6.0|0|1.0|82.0|latinoamerica|0.0|0.0|0.0|0.0|3.0|0.0|20.0|0.0|0.0|2973.2048387096775|0.0|0.14|1.0|2.0
2017-09|argentina|99|13125|8.0|34.0|32.0|21.0|4.0|7.0|0|3.0|76.0|latinoamerica|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|2917.085|2.0|0.04|0.0|0.0
2017-10|argentina|102|13062|8.0|38.0|37.0|26.0|1.0|4.0|0|1.0|82.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2953.7558064516134|2.0|0.02|0.0|1.0
2017-11|argentina|103|13829|4.0|33.0|32.0|22.0|2.0|5.0|0|1.0|91.0|latinoamerica|0.0|0.0|8.0|0.0|0.0|0.0|1.0|0.0|1.0|3013.4666666666667|2.0|0.18|0.0|2.0
2017-12|argentina|159|16624|5.0|21.0|24.0|19.0|1.0|8.0|0|3.0|153.0|latinoamerica|1.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|1.0|2991.7619354838707|3.0|0.38|1.0|2.0
2018-01|argentina|135|26018|18.0|34.0|29.0|32.0|1.0|9.0|0|4.0|126.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2868.5722580645165|3.0|0.63|1.0|2.0
2018-02|argentina|117|21540|7.0|21.0|28.0|16.0|1.0|6.0|0|3.0|104.0|latinoamerica|0.0|0.0|0.0|0.0|3.0|0.0|20.0|1.0|0.0|2860.252857142857|3.0|0.71|1.0|0.0
2018-03|argentina|113|25679|8.0|21.0|24.0|27.0|3.0|6.0|0|5.0|101.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2847.9306451612906|1.0|0.24|0.0|3.0
2018-04|argentina|99|20926|6.0|29.0|34.0|21.0|1.0|7.0|0|4.0|82.0|latinoamerica|0.0|0.0|1.0|0.0|0.0|0.0|0.0|7.0|1.0|2766.2850000000003|1.0|0.46|1.0|0.0
2018-05|argentina|111|15957|6.0|33.0|32.0|25.0|3.0|5.0|0|3.0|87.0|latinoamerica|3.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|3.0|2861.825806451613|1.0|0.25|0.0|2.0
2018-06|argentina|110|14121|6.0|28.0|35.0|26.0|1.0|6.0|0|1.0|94.0|latinoamerica|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|2889.689|0.0|0.15|2.0|2.0
2018-07|argentina|103|14078|20.0|24.0|40.0|20.0|2.0|6.0|0|2.0|78.0|latinoamerica|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2885.3219354838707|0.0|-0.13|1.0|2.0
2018-08|argentina|103|13628|13.0|31.0|35.0|21.0|4.0|7.0|0|4.0|87.0|latinoamerica|0.0|0.0|2.0|1.0|1.0|3.0|28.0|0.0|0.0|2958.6667741935485|0.0|0.12|1.0|2.0
2018-09|argentina|106|12154|10.0|35.0|41.0|22.0|2.0|8.0|0|1.0|77.0|latinoamerica|4.0|0.0|11.0|0.0|1.0|2.0|0.0|1.0|0.0|3033.7679999999996|2.0|0.16|0.0|0.0
2018-10|argentina|123|10590|8.0|45.0|40.0|21.0|1.0|4.0|1|0.0|100.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3084.830967741935|2.0|0.12|0.0|1.0
2018-11|argentina|109|11867|6.0|33.0|40.0|22.0|2.0|6.0|0|0.0|91.0|latinoamerica|0.0|0.0|18.0|0.0|0.0|1.0|0.0|0.0|2.0|3194.0343333333335|2.0|0.12|0.0|2.0
2018-12|argentina|169|11149|5.0|18.0|31.0|18.0|2.0|8.0|3|0.0|158.0|latinoamerica|0.0|0.0|8.0|0.0|1.0|0.0|0.0|0.0|1.0|3218.5509677419354|3.0|0.3|1.0|1.0
2019-01|argentina|114|16938|17.0|20.0|36.0|27.0|4.0|4.0|8|0.0|103.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3165.188064516129|3.0|0.6|1.0|2.0
2019-01|argentina|114|16938|17.0|20.0|36.0|27.0|4.0|4.0|8|0.0|103.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3165.188064516129|3.0|2020.0|1.0|2.0
2019-01|argentina|114|16938|17.0|20.0|36.0|27.0|4.0|4.0|8|0.0|103.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3165.188064516129|3.0|0.38|1.0|2.0
2019-02|argentina|132|15668|11.0|28.0|35.0|22.0|1.0|6.0|9|0.0|117.0|latinoamerica|0.0|0.0|0.0|0.0|5.0|0.0|1.0|0.0|0.0|3115.8385714285714|3.0|0.57|0.0|0.0
2019-02|argentina|132|15668|11.0|28.0|35.0|22.0|1.0|6.0|9|0.0|117.0|latinoamerica|0.0|0.0|0.0|0.0|5.0|0.0|1.0|0.0|0.0|3115.8385714285714|3.0|0.42|0.0|0.0
2019-03|argentina|121|20474|7.0|30.0|37.0|21.0|3.0|7.0|9|0.0|108.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3128.684193548387|1.0|0.43|1.0|1.0
2019-03|argentina|121|20474|7.0|30.0|37.0|21.0|3.0|7.0|9|0.0|108.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3128.684193548387|1.0|0.67|1.0|1.0
2019-04|argentina|112|15354|9.0|26.0|34.0|21.0|1.0|4.0|11|0.0|97.0|latinoamerica|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|1.0|3155.765|1.0|0.5|0.0|2.0
2019-04|argentina|112|15354|9.0|26.0|34.0|21.0|1.0|4.0|11|0.0|97.0|latinoamerica|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|1.0|3155.765|1.0|0.57|0.0|2.0
2019-05|argentina|114|14687|6.0|32.0|32.0|21.0|1.0|8.0|11|0.0|98.0|latinoamerica|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|6.0|3304.4945161290325|1.0|0.31|1.0|1.0
2019-05|argentina|114|14687|6.0|32.0|32.0|21.0|1.0|8.0|11|0.0|98.0|latinoamerica|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|6.0|3304.4945161290325|1.0|0.16|1.0|1.0
2019-06|argentina|105|12923|8.0|25.0|34.0|20.0|2.0|5.0|10|0.0|92.0|latinoamerica|0.0|0.0|0.0|0.0|1.0|0.0|32.0|0.0|2.0|3260.517|0.0|0.27|2.0|2.0
2019-06|argentina|105|12923|8.0|25.0|34.0|20.0|2.0|5.0|10|0.0|92.0|latinoamerica|0.0|0.0|0.0|0.0|1.0|0.0|32.0|0.0|2.0|3260.517|0.0|-0.32|2.0|2.0
2019-07|argentina|104|13135|19.0|26.0|37.0|23.0|1.0|3.0|7|0.0|87.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3206.6003225806453|0.0|0.22|1.0|1.0
2019-07|argentina|104|13135|19.0|26.0|37.0|23.0|1.0|3.0|7|0.0|87.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3206.6003225806453|0.0|-0.38|1.0|1.0
2019-08|argentina|108|14403|18.0|35.0|44.0|17.0|1.0|6.0|10|0.0|85.0|latinoamerica|11.0|0.0|22.0|0.0|0.0|10.0|0.0|0.0|10.0|3410.7290322580648|0.0|0.09|1.0|2.0
2019-08|argentina|108|14403|18.0|35.0|44.0|17.0|1.0|6.0|10|0.0|85.0|latinoamerica|11.0|0.0|22.0|0.0|0.0|10.0|0.0|0.0|10.0|3410.7290322580648|0.0|0.0|1.0|2.0
2019-09|argentina|109|13162|9.0|33.0|42.0|18.0|3.0|6.0|10|0.0|89.0|latinoamerica|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3399.4570000000003|2.0|0.23|0.0|0.0
2019-09|argentina|109|13162|9.0|33.0|42.0|18.0|3.0|6.0|10|0.0|89.0|latinoamerica|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3399.4570000000003|2.0|-0.01|0.0|0.0
2019-10|argentina|115|12481|7.0|41.0|43.0|23.0|2.0|7.0|9|0.0|91.0|latinoamerica|0.0|0.0|0.0|0.0|3.0|0.0|3.0|0.0|0.0|3433.311612903226|2.0|0.16|0.0|1.0
2019-10|argentina|115|12481|7.0|41.0|43.0|23.0|2.0|7.0|9|0.0|91.0|latinoamerica|0.0|0.0|0.0|0.0|3.0|0.0|3.0|0.0|0.0|3433.311612903226|2.0|0.32|0.0|1.0
2019-11|argentina|109|13771|7.0|32.0|45.0|20.0|1.0|6.0|9|0.0|90.0|latinoamerica|0.0|0.0|32.0|0.0|4.0|0.0|0.0|1.0|8.0|3401.473|2.0|0.1|0.0|2.0
2019-11|argentina|109|13771|7.0|32.0|45.0|20.0|1.0|6.0|9|0.0|90.0|latinoamerica|0.0|0.0|32.0|0.0|4.0|0.0|0.0|1.0|8.0|3401.473|2.0|-0.06|0.0|2.0
2019-12|argentina|161|11811|14.0|0.0|28.0|40.0|2.0|4.0|2|7.0|149.0|latinoamerica|0.0|0.0|36.0|0.0|0.0|0.0|0.0|0.0|4.0|3378.0506451612905|3.0|0.26|1.0|1.0
2019-12|argentina|161|11811|14.0|0.0|28.0|40.0|2.0|4.0|2|7.0|149.0|latinoamerica|0.0|0.0|36.0|0.0|0.0|0.0|0.0|0.0|4.0|3378.0506451612905|3.0|-0.15|1.0|1.0
2020-01|argentina|128|15899|19.0|0.0|44.0|36.0|4.0|2.0|0|11.0|106.0|latinoamerica|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3311.1893548387097|3.0|0.0|0.0|0.0
